number_of_functions 13

0.0 1.0 10.0 10.0 10.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
1.0 0.0 10.0 10.0 10.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
1.0 10.0 0.0 10.0 10.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
1.0 10.0 10.0 0.0 10.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
1.0 10.0 10.0 10.0 0.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
